mate_name,mate_type,alignment,entity_index,component,entity_params,error_code,suppressed
"同心72","1","0","1","底盘骨架-1","-0.017499999999999953;-0.056499999999999953;0;1.2325951644078309E-32;4.1633363423443389E-17;-1;0.0021000000000000042;0","0","False"
"宽度6","11","1","0","横梁内嵌打印件-1","-0.088799999999999935;-0.083199999999999968;-6.9388939039072284E-18;-1;-2.0054606658691413E-16;0;0;0","0","False"
"宽度6","11","1","1","横梁内嵌打印件-1","-0.05119999999999994;-0.083199999999999968;-6.9388939039072284E-18;1;2.0054606658691413E-16;0;0;0","0","False"
"宽度6","11","1","2","底盘骨架-1","-0.088999999999999954;-0.08049999999999996;0;1;2.7755575615628914E-17;-6.3019603258025611E-17;0;0","0","False"
"宽度6","11","1","3","底盘骨架-1","-0.050999999999999962;-0.08049999999999996;0;-1;-2.7755575615628914E-17;6.3019603258025611E-17;0;0","0","False"
"宽度7","11","0","0","横梁内嵌打印件-1","-0.087299999999999933;-0.081699999999999967;-6.9388939039072284E-18;0;1;0;0;0","0","False"
"宽度7","11","0","1","横梁内嵌打印件-1","-0.087299999999999933;-0.11929999999999996;-6.9388939039072284E-18;0;-1;0;0;0","0","False"
"宽度7","11","0","2","底盘骨架-1","4.1716630150290254E-17;-0.11949999999999997;-0.126;8.3266726846886716E-17;1;4.4935516350804199E-17;0;0","0","False"
"宽度7","11","0","3","底盘骨架-1","4.4880765770471953E-17;-0.081499999999999961;-0.126;-8.3266726846886716E-17;-1;-4.4935516350804199E-17;0;0","0","False"
"同心73","1","0","0","底盘骨架-1","-0.076999999999999943;-0.12049999999999997;-0.031000000000000028;8.3266726846886716E-17;1;4.4935516350804199E-17;0.0026000000000000047;0","0","False"
"同心73","1","0","1","横梁内嵌打印件-1","-0.076999999999999943;-0.11929999999999996;-0.03100000000000001;0;1;0;0.0026499999999999991;0","0","False"
"重合69","0","1","0","MG8016-i6-1","-0.099612047464149658;-4.2587725948272094E-15;0.0024999999999999988;-1.490693766240236E-16;6.3015618671813579E-17;1;0;0","0","False"
"重合69","0","1","1","小腿电机主动链轮20T-1","-0.099612047464149658;1.7872466896685561E-14;0.0025000000000000005;0;0;-1;0;0","0","False"
"同心74","1","1","0","大侧板-1","-0.099612047464149631;-1.3877787807814457E-17;0.0080000000000000002;0;0;-1;0.030249999999999996;0","0","False"
