instance,path,configuration,suppression_state,transform_4x4
"C620无刷电机调速器-改1.15-1/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/5.STEP.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\5.STEP.STEP.SLDPRT","默认","2","-7.9489999807266949E-16;0.30689059264099988;0.95174479990618055;-1;-3.1901384763447409E-16;-7.3233670347360719E-16;7.8872525642401805E-17;-0.95174479990618055;0.30689059264099988;0.19599999999999984;-0.062369014700469419;-0.070925449810982658;1;0;0;0"
"4_导轮加强件-1","D:\WheelLeg\4_导轮加强件.SLDPRT","默认","2","1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0"
"ASM减速箱-2","D:\WheelLeg\ASM减速箱.SLDASM","Default","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;1.2589863074649872;2.068443683112386;-2.0346434852218058;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1135-1","D:\WheelLeg\平衡总装-输入1135.SLDPRT","默认","2","-1;-2.0447017838081592E-16;-1.8969830891599986E-15;1.0708624547602965E-16;-0.9986886827317577;0.051194872629068827;-1.9049633672162817E-15;0.051194872629068827;0.9986886827317577;-0.033368810303819441;-0.21657745627510794;-0.023799907166252243;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1151-1","D:\WheelLeg\平衡总装-输入1151.SLDPRT","默认","2","-1;-1.3992184732659541E-15;-1.6309224722633765E-15;1.2258259592112945E-15;0.2519227342037681;-0.96774735132228495;1.764956419911298E-15;-0.96774735132228495;-0.2519227342037681;-0.03336881030382477;-0.010979458768623385;-0.35153187242996831;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1136-1","D:\WheelLeg\平衡总装-输入1136.SLDPRT","默认","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;-0.033368810303824548;-0.24412730154977202;-0.094949319083169614;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1149-1","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","-1;-9.0347501584556714E-16;1.4074387936919484E-15;2.0688997990826134E-16;-0.90189527904021194;-0.43195474953399693;1.6596227277486153E-15;-0.43195474953399693;0.90189527904021194;-0.033368810303819441;-0.24077304773930841;-0.16451401433701962;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1151-3","D:\WheelLeg\平衡总装-输入1151.SLDPRT","默认","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;-0.033368810303825214;-0.21614593535278281;-0.089578039370689755;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1137-1","D:\WheelLeg\平衡总装-输入1137.SLDPRT","默认","2","-1;8.7009408701357274E-16;1.0335448402192378E-15;-8.5496081751020702E-16;-0.99989410021096947;0.014552950329590003;1.0460978240690842E-15;0.014552950329590003;0.99989410021096947;-0.033368810303819663;-0.23733037098892362;-0.058104948254144251;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1143-1","D:\WheelLeg\平衡总装-输入1143.SLDPRT","默认","2","-1;-7.3489865662891426E-16;1.0974766188963762E-15;3.6457081854809576E-16;-0.95221258851215396;-0.30543605923168871;1.2694956017262829E-15;-0.30543605923168871;0.95221258851215396;-0.033568810303834296;-0.2323162354899746;-0.10585909589071019;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1137-4","D:\WheelLeg\平衡总装-输入1137.SLDPRT","默认","2","-1;-1.3017523781697654E-16;-1.0845757562269995E-15;5.9609262730780904E-16;-0.89704353956497018;-0.44194217735440189;-9.153817472537602E-16;-0.44194217735440189;0.89704353956497018;-0.033368810303824104;-0.21226826331272619;-0.16167516622078559;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1149-3","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","1;1.7935178549612523E-15;3.5087318600824251E-15;3.8392518578699792E-15;-0.24285229694344704;-0.97006327725014507;-8.877222166106925E-16;0.97006327725014507;-0.24285229694344704;0.46556881030383712;-0.01172056716207015;-0.35153534138461384;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1151-4","D:\WheelLeg\平衡总装-输入1151.SLDPRT","默认","2","-1;-1.5986686111706763E-15;-1.9907516390801909E-15;7.4187473113328625E-16;0.56413137554422432;-0.82568504354056305;2.4430422223426183E-15;-0.82568504354056305;-0.56413137554422432;-0.033368810303818996;0.076973901178705839;-0.31041956684331073;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1149-8","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;-0.033368810303824326;-0.23478828313360367;-0.06803110526825229;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1137-5","D:\WheelLeg\平衡总装-输入1137.SLDPRT","默认","2","-1;-4.410555529698441E-16;-4.9762047383699994E-15;-4.9888650178677786E-15;0.1403014004119548;0.99010884100812091;2.6147549115874879E-16;0.99010884100812091;-0.1403014004119548;-0.033368810303825658;0.085262152010720182;0.1237583931413595;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1149-5","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","1;1.7935178549612523E-15;3.5087318600824251E-15;3.8392518578699792E-15;-0.24285229694344704;-0.97006327725014507;-8.877222166106925E-16;0.97006327725014507;-0.24285229694344704;0.46556881030383734;0.016260799034923501;-0.34616406167212888;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1149-6","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;-0.033368810303826546;-0.21614593535278193;-0.089578039370689089;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1145-1","D:\WheelLeg\平衡总装-输入1145.SLDPRT","默认","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;-0.033368810303824992;-0.22887322635886731;-0.067978619216572778;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1136-4","D:\WheelLeg\平衡总装-输入1136.SLDPRT","默认","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;-0.033368810303824326;-0.21614593535277882;-0.089578039370684426;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1149-7","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","1;1.7935178549612523E-15;3.5087318600824251E-15;3.8392518578699792E-15;-0.24285229694344704;-0.97006327725014507;-8.877222166106925E-16;0.97006327725014507;-0.24285229694344704;0.46556881030383723;-0.0023815487458982432;-0.32461712756969385;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1136-5","D:\WheelLeg\平衡总装-输入1136.SLDPRT","默认","2","-1;3.8372939937496394E-16;-1.5366566870224881E-15;-1.5531679178763441E-16;-0.98928932147428672;-0.14596793626322643;-1.5762102397536935E-15;-0.14596793626322643;0.98928932147428672;-0.033368810303824326;-0.23478828313360367;-0.06803110526825229;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1128-3","D:\WheelLeg\平衡总装-输入1128.SLDPRT","默认","2","-1;2.1608760689172796E-16;-3.3838580248062432E-15;-3.3800890960986018E-15;0.015548619412039971;0.99987911291034548;2.6867580526190993E-16;0.99987911291034548;-0.015548619412039971;-0.033368810303825658;0.076301298717756927;0.11156003281233229;1;0;0;0"
"ASM减速箱-2/3508屁屁-1","D:\WheelLeg\3508屁屁.SLDPRT","默认","2","-0.036983772602321767;-0.97674983211565369;0.21116809897837871;0.95608944429967901;-0.096062420087810574;-0.27688442705505151;0.29073213627466582;0.19165535971872952;0.93741295490741627;-0.057743519161993939;-0.020246585364060987;0.017192546199558567;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1145-3","D:\WheelLeg\平衡总装-输入1145.SLDPRT","默认","2","1;1.4890775688858132E-15;9.4101323989069394E-16;8.2238252735034057E-16;0.077754082131163138;-0.99697256868578932;-1.5577371095654519E-15;0.99697256868578932;0.077754082131163138;0.46426881030384382;0.089811858798243938;-0.32214117983624391;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1127-2","D:\WheelLeg\平衡总装-输入1127.SLDPRT","默认","2","-1;2.1608760689155653E-16;-3.3838580248063623E-15;-3.3800890960986768E-15;0.015548619412215914;0.99987911291034282;2.6867580526233523E-16;0.99987911291034282;-0.015548619412215914;-0.033368810303825658;0.076301298717992294;0.11156003281253035;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1142-2","D:\WheelLeg\平衡总装-输入1142.SLDPRT","默认","2","-1;1.5671810046187341E-16;-1.4800703493485407E-15;3.6808627770554265E-16;-0.9375080079441096;-0.34796369787761949;-1.4421100145959625E-15;-0.34796369787761949;0.9375080079441096;-0.033568810303826302;-0.23217185639707383;-0.11631227175395109;1;0;0;0"
"ASM减速箱-2/平衡总装-输入1144-2","D:\WheelLeg\平衡总装-输入1144.SLDPRT","默认","2","-1;1.1709031670537271E-16;3.6748227762688097E-16;1.6019989600711657E-16;-0.74062168078252777;0.67192226183901915;3.5084093255393307E-16;0.67192226183901915;0.74062168078252777;-0.033568810303833629;-0.11440975362253969;0.094323247258990328;1;0;0;0"
"2_新大腿链轮20T-1","D:\WheelLeg\2_新大腿链轮20T.SLDPRT","默认","2","1;-2.4183768325402227E-16;2.6017697848383796E-16;1.2346643421596881E-16;0.92342259721918951;0.38378471431906575;-3.3306690738746339E-16;-0.38378471431906575;0.92342259721918951;0.15450000000000008;-5.985792637804728E-15;0.13049999999999998;1;0;0;0"
"2_新小腿链轮20T M27-1","D:\WheelLeg\2_新小腿链轮20T M27.SLDPRT","默认","2","1;0;0;0;1;0;0;0;1;0.13060000000000002;-6.6193512698351339E-17;0.13049999999999998;1;0;0;0"
"平衡总装-输入1192-2","D:\WheelLeg\平衡总装-输入1192.SLDPRT","默认","2","1;0;0;0;1;0;0;0;1;0.044168810303828521;-0.13466203656712622;0.20282446293820294;1;0;0;0"
"横梁嵌件铝件7.2-1","D:\WheelLeg\横梁嵌件铝件7.2.SLDPRT","默认","2","1;0;0;0;1;0;0;0;1;0.087499999999999967;0.069999999999999965;0.019;1;0;0;0"
"平衡总装-输入1192-1","D:\WheelLeg\平衡总装-输入1192.SLDPRT","默认","2","1;4.5882678650227582E-17;4.1332019093314138E-17;-5.7548417287096347E-17;0.93516138635883828;0.35422193814530401;-2.239945691753184E-17;-0.35422193814530401;0.93516138635883828;0.044168810303828451;0.034131300862560471;0.18442279768409819;1;0;0;0"
"电管7孔转接件-2","D:\WheelLeg\电管7孔转接件.SLDPRT","默认","2","-3.8924915281334316E-16;-1;1.4484941024406332E-16;1.6376293699898032E-16;1.4484941024406324E-16;1;-1;3.8924915281334316E-16;1.6376293699898028E-16;-0.064000000000000001;-4.163336342344337E-17;-0.0020000000000000018;1;0;0;0"
"2_新髋关节轴承座-1","D:\WheelLeg\2_新髋关节轴承座.SLDPRT","默认","2","1;9.1122157459571355E-17;1.5836050313093724E-17;-9.0221893350886555E-17;0.92342259721919318;0.38378471431905625;2.0347924458946819E-17;-0.38378471431905625;0.92342259721919318;0.17000000000000001;-6.3203779936900972E-15;0.1305;1;0;0;0"
"2_髋关节Ra轴承端盖-1","D:\WheelLeg\2_髋关节Ra轴承端盖.SLDPRT","默认","2","-8.1373824619328261E-17;1;-5.645484080218921E-14;-1;-8.1373824619348746E-17;-3.6330732072307673E-16;-3.6330732072308141E-16;5.645484080218921E-14;1;0.12700000000000003;7.281567666384354E-15;0.13049999999999998;1;0;0;0"
"4_膝关节轴承座-改7.1-1","D:\WheelLeg\4_膝关节轴承座-改7.1.SLDPRT","默认","2","1;0;0;0;1;0;0;0;1;0.16700000000000001;-0.17591874541603689;0.049905209992997995;1;0;0;0"
"4_膝关节轴承座-改7.1-2","D:\WheelLeg\4_膝关节轴承座-改7.1.SLDPRT","默认","2","-0.99999999999999978;-2.5240226575462543E-16;-5.5511151231257827E-17;-1.6653345369377348E-16;0.99730111424529033;0.073419939560738334;-3.8857805861880479E-16;0.073419939560738334;-0.99730111424529033;0.16800000000000001;-0.17596732535962165;0.051226768905091286;1;0;0;0"
"ASM减速箱-1","D:\WheelLeg\ASM减速箱.SLDASM","Default","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;-1.2589863074649892;2.3071148638069916;-1.7413116686332271;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1135-1","D:\WheelLeg\平衡总装-输入1135.SLDPRT","默认","2","1;2.0345192338213155E-15;-4.2240123280511991E-16;9.2378094591008932E-16;-0.25320199003357169;0.96741343397899915;1.8612684057485235E-15;-0.96741343397899915;-0.25320199003357169;0.033368810303819885;-0.12636101130242938;0.087077969303779312;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1151-1","D:\WheelLeg\平衡总装-输入1151.SLDPRT","默认","2","1;1.5310731646831563E-15;6.9328411507020837E-16;-1.4945905776625162E-15;0.99875549553264997;-0.049874443789687327;-7.687827423817494E-16;0.049874443789687327;0.99875549553264997;0.033368810303824992;0.23633079760848297;-0.047582453178939499;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1136-1","D:\WheelLeg\平衡总装-输入1136.SLDPRT","默认","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;0.033368810303825214;-0.062300167017131702;0.12851998928635178;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1149-1","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","1;-1.3430029756699573E-15;-4.0993258961011769E-16;7.1969563320717085E-16;0.23953572000872633;0.97088755210884314;-1.2057113735157956E-15;-0.97088755210884314;0.23953572000872633;0.033368810303819885;0.0064932124826158066;0.13938133272948794;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1151-3","D:\WheelLeg\平衡总装-输入1151.SLDPRT","默认","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;0.033368810303825658;-0.06186940236140126;0.10003100998187198;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1137-1","D:\WheelLeg\平衡总装-输入1137.SLDPRT","默认","2","1;-6.162771141722348E-16;-2.0704185345341998E-15;1.8867368874483731E-15;-0.21757072303470978;0.97604455865403705;-1.0519763814538928E-15;-0.97604455865403705;-0.21757072303470978;0.033368810303820329;-0.096992655861984023;0.11437300570024789;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1143-1","D:\WheelLeg\平衡总装-输入1143.SLDPRT","默认","2","1;-1.0052378058454896E-15;-5.1195821748954549E-16;6.1508585547317263E-16;0.10542863200750981;0.99442687189809242;-9.4566043226570633E-16;-0.99442687189809242;0.10542863200750981;0.033568810303834962;-0.049216621021296536;0.11917411663399236;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1137-4","D:\WheelLeg\平衡总装-输入1137.SLDPRT","默认","2","1;1.2541925102878521E-15;-6.6034159788894334E-16;3.2539593254331356E-16;0.25030105438953903;0.96816805471544309;1.3795533211329428E-15;-0.96816805471544309;0.25030105438953903;0.033368810303824326;0.0095099335049027012;0.11089482385060556;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1149-3","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","-1;-3.2894722453230328E-15;-1.4611856534144692E-15;-3.5975523341900472E-15;0.90041382147197102;0.43503442404278925;-1.1536190557790512E-16;0.43503442404278925;-0.90041382147197102;-0.46556881030383701;0.23618349462129729;-0.046856123009904715;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1151-4","D:\WheelLeg\平衡总装-输入1151.SLDPRT","默认","2","1;1.842827737564674E-15;9.6173610908358505E-16;-1.3314632632877054E-15;0.92314677809029233;-0.38444768968159054;-1.596294456661497E-15;0.38444768968159054;0.92314677809029233;0.033368810303819219;0.213962162447773;-0.1420581609440692;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1149-8","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;0.033368810303824992;-0.086756964494434374;0.11390244649977688;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1137-5","D:\WheelLeg\平衡总装-输入1137.SLDPRT","默认","2","1;5.0013001554037558E-15;4.3538053884046636E-16;4.8531557885926352E-15;-0.94089362641537355;-0.33870220514624355;-1.2843046171732171E-15;0.33870220514624355;-0.94089362641537355;0.03336881030382588;-0.20945937016382254;-0.23846045219874701;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1149-5","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","-1;-3.2894722453230328E-15;-1.4611856534144692E-15;-3.5975523341900472E-15;0.90041382147197102;0.43503442404278925;-1.1536190557790512E-16;0.43503442404278925;-0.90041382147197102;-0.46556881030383712;0.23661425927702329;-0.075345102314389623;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1149-6","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;0.03336881030382699;-0.061869402361401704;0.10003100998187087;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1145-1","D:\WheelLeg\平衡总装-输入1145.SLDPRT","默认","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;0.033368810303825658;-0.085605566495039476;0.10810029740819305;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1136-4","D:\WheelLeg\平衡总装-输入1136.SLDPRT","默认","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;0.03336881030382477;-0.061869402361405257;0.10003100998186687;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1149-7","D:\WheelLeg\平衡总装-输入1149.SLDPRT","默认","2","-1;-3.2894722453230328E-15;-1.4611856534144692E-15;-3.5975523341900472E-15;0.90041382147197102;0.43503442404278925;-1.1536190557790512E-16;0.43503442404278925;-0.90041382147197102;-0.46556881030383712;0.21172669714399239;-0.061473665796483168;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1136-5","D:\WheelLeg\平衡总装-输入1136.SLDPRT","默认","2","1;1.8013274292168667E-15;-1.071581825255912E-15;1.174684604541697E-15;-0.058247109122147117;0.99830219587002467;1.7358525845591131E-15;-0.99830219587002467;-0.058247109122147117;0.033368810303824992;-0.086756964494434374;0.11390244649977688;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1128-3","D:\WheelLeg\平衡总装-输入1128.SLDPRT","默认","2","1;3.5758472532432932E-15;-5.3182637411687127E-16;3.3731831178470278E-15;-0.97582742178465876;-0.21854254252457575;-1.3004455098948591E-15;0.21854254252457575;-0.97582742178465876;0.03336881030382588;-0.19933799414613684;-0.22720635810089074;1;0;0;0"
"ASM减速箱-1/3508屁屁-1","D:\WheelLeg\3508屁屁.SLDPRT","默认","2","0.036983772602322759;-0.4053718549432016;0.91340344852863764;-0.95608944429967879;0.25156596212689436;0.15035804334288638;-0.2907321362746661;-0.87885620320907898;-0.37826789318959003;0.057743519161993939;-0.12657445163932168;-0.1134866002215007;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1145-3","D:\WheelLeg\平衡总装-输入1145.SLDPRT","默认","2","-1;-8.373056167739969E-16;-6.4097737127176881E-16;-9.1171527277778082E-16;0.99195408686213138;0.12659814199866901;5.2981878765053923E-16;0.12659814199866901;-0.99195408686213138;-0.4642688103038437;0.2280493949090534;-0.15224438932257134;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1127-2","D:\WheelLeg\平衡总装-输入1127.SLDPRT","默认","2","1;3.5758472532433752E-15;-5.3182637411667918E-16;3.3731831178469205E-15;-0.97582742178462023;-0.21854254252474747;-1.3004455098952827E-15;0.21854254252474747;-0.97582742178462023;0.03336881030382588;-0.19933799414628295;-0.22720635810116141;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1142-2","D:\WheelLeg\平衡总装-输入1142.SLDPRT","默认","2","1;1.699762083075833E-15;-8.6081981751065799E-16;5.9601031646271944E-16;0.15005784034578992;0.98867721959735566;1.8096888130149296E-15;-0.98867721959735566;0.15005784034578992;0.033568810303826746;-0.038952479692838438;0.12115833782623442;1;0;0;0"
"ASM减速箱-1/平衡总装-输入1144-2","D:\WheelLeg\平衡总装-输入1144.SLDPRT","默认","2","1;-1.1724858171915268E-16;-1.1977075060813764E-15;6.1007792439521518E-16;-0.80848461726588694;0.588517309553791;-1.0373309145130343E-15;-0.588517309553791;-0.80848461726588694;0.033568810303834073;-0.22124115337491057;-0.036974752218076778;1;0;0;0"
"碗组轴承42-52-7-改1.15-5","D:\WheelLeg\碗组轴承42-52-7-改1.15.SLDPRT","默认","2","-3.1759925707814619E-16;-0.16096670564885857;0.98695983690956446;3.9881349627904746E-16;-0.98695983690956435;-0.16096670564885807;1;3.4248999711650821E-16;3.776534056327873E-16;-0.16450000000000004;-1.7622360002297291E-16;0.13050000000000025;1;0;0;0"
"新髋关节锁盖M27-改1.15-2","D:\WheelLeg\新髋关节锁盖M27-改1.15.SLDPRT","默认","2","-1;-2.98963295953992E-16;4.886347168989125E-16;5.2937139494179923E-16;-0.80823144689211623;0.58886494907973308;2.1888093819227065E-16;0.58886494907973286;0.80823144689211579;-0.19050000000000075;-0.00011637143067808053;0.13070851336240885;1;0;0;0"
"2_轮包胶-1","D:\WheelLeg\2_轮包胶.SLDPRT","默认","2","1;-8.0026740962022713E-17;-3.7798346987931572E-17;8.5627502201794139E-17;0.98282571926137241;0.18453619037567098;2.2381357659992484E-17;-0.18453619037567098;0.98282571926137241;0.033568810303834178;0.23025822870266349;-0.13879810574906434;1;0;0;0"
"新髋关节锁盖M27-改1.15-1","D:\WheelLeg\新髋关节锁盖M27-改1.15.SLDPRT","默认","2","1;2.9896329595399269E-16;-4.886347168989121E-16;-5.2937139494179933E-16;0.80823144689211546;-0.58886494907973386;2.1888093819226962E-16;0.58886494907973386;0.80823144689211546;0.1905000000000007;-0.0001163714306779232;0.13070851336240855;1;0;0;0"
"2_轮包胶-2","D:\WheelLeg\2_轮包胶.SLDPRT","默认","2","1;4.7222807687701104E-16;6.7920008471071471E-18;-4.5173604142421406E-16;0.9522125885121544;0.30543605923168682;1.3776805415207168E-16;-0.30543605923168682;0.9522125885121544;0.46316881030382906;0.23231623549094471;-0.1098967698771208;1;0;0;0"
"弹簧杆-1","D:\WheelLeg\弹簧杆.SLDPRT","默认","2","0.69334571638213627;-0.28158649903158306;0.66331045607443762;-0.72060510515437115;-0.27093451253411016;0.63821843622960472;1.7128286665233165E-17;-0.92049091982541587;-0.39076395243031264;0.1714999999999999;-0.049045838058409785;0.063097096175543502;1;0;0;0"
"鱼眼轴承M6内牙-2","D:\WheelLeg\鱼眼轴承M6内牙.SLDASM","Default","2","-9.5459374122514816E-17;-0.39076395243031264;0.92049091982541609;2.1900644037022274E-16;0.92049091982541609;0.39076395243031264;-1;2.388955220727141E-16;-2.289664845230408E-18;0.17150000000000004;0.0049207987166383698;0.086006845561874587;1;0;0;0"
"鱼眼轴承M6内牙-2/E-GZN6_b-12.24-1","D:\WheelLeg\E-GZN6_b-12.24.SLDPRT","Default","2","-9.5459374122514816E-17;-0.39076395243031264;0.92049091982541609;2.1900644037022274E-16;0.92049091982541609;0.39076395243031264;-1;2.388955220727141E-16;-2.289664845230408E-18;0.17150000000000004;0.0049207987166383698;0.086006845561874587;1;0;0;0"
"鱼眼轴承M6内牙-2/E-GZN6_h-12.24-1","D:\WheelLeg\E-GZN6_h-12.24.SLDPRT","Default","2","-9.5459374122514816E-17;-0.39076395243031264;0.92049091982541609;2.1900644037022274E-16;0.92049091982541609;0.39076395243031264;-1;2.388955220727141E-16;-2.289664845230408E-18;0.17150000000000004;0.0049207987166383698;0.086006845561874587;1;0;0;0"
"底盘装配v0-1","D:\WheelLeg\底盘装配v0.SLDASM","默认","2","1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0"
"底盘装配v0-1/8_纵梁长嵌件-4","D:\WheelLeg\8_纵梁长嵌件.SLDPRT","默认","2","-1;0;0;0;1;0;0;0;-1;-0.060000000000000046;-0.10949999999999997;0.040999999999999995;1;0;0;0"
"底盘装配v0-1/LK8016-promax-2","D:\WheelLeg\LK8016-promax.SLDASM","默认","0","1.7130129802883052E-16;-0.58607314796708077;0.81025814727897449;1.4628282427781238E-16;0.81025814727897449;0.58607314796708077;-1;1.8131759191472264E-17;2.2453070768533645E-16;0.1148;0.099612047464155723;0.11049999999999378;1;0;0;0"
"底盘装配v0-1/LK8016-promax-3","D:\WheelLeg\LK8016-promax.SLDASM","默认","2","-1.7130129802883052E-16;0.58607314796708077;0.81025814727897449;-1.4628282427781238E-16;-0.81025814727897449;0.58607314796708077;1;-1.8131759191472264E-17;2.2453070768533645E-16;-0.1148;-0.099612047464155695;0.1104999999999938;1;0;0;0"
"底盘装配v0-1/LK8016-promax-3/伞头内六角M4-5-4","D:\WheelLeg\伞头内六角M4-5.SLDPRT","默认","2","-3.6410617585319183E-16;-0.20997966858141676;0.97770575265896786;-1;6.578417775372654E-17;-3.5828042850101607E-16;1.0914036612092809E-17;-0.97770575265896786;-0.20997966858141676;-0.1268;-0.11242170856156385;0.070501092732802029;1;0;0;0"
"底盘装配v0-1/LK8016-promax-3/伞头内六角M4-5-2","D:\WheelLeg\伞头内六角M4-5.SLDPRT","默认","2","-2.1824418580214945E-16;0.86496614102069336;0.5018302251636203;-1;-6.6185431241262361E-17;-3.2081772017042617E-16;-2.442826155245162E-16;-0.5018302251636203;0.86496614102069336;-0.1268;-0.14161167183658677;0.11032236955622662;1;0;0;0"
"底盘装配v0-1/LK8016-promax-3/伞头内六角M4-5-3","D:\WheelLeg\伞头内六角M4-5.SLDPRT","默认","2","-3.3263439017361156E-16;0.40480390213886985;0.91440352187267127;-1;-6.2868126491865645E-18;-3.6098883696903482E-16;-1.4038100620586771E-16;-0.91440352187267127;0.40480390213886985;-0.1268;-0.13348604878361212;0.085669534144329235;1;0;0;0"
"底盘装配v0-1/LK8016-promax-3/伞头内六角M4-5-7","D:\WheelLeg\伞头内六角M4-5.SLDPRT","默认","2","-1.2858117687591266E-17;-0.86496614102068969;-0.50183022516362685;-1;1.1734717219183444E-16;-1.7663984462866318E-16;2.1167584260229214E-16;0.50183022516362685;-0.86496614102068969;-0.1268;-0.057612423091724631;0.11067763044376128;1;0;0;0"
