mate_name,mate_type,alignment,entity_index,component,entity_params,error_code,suppressed,reference_type,reference_class,face_id,surface_type,surface_params,persist_reference_base64
"重合119","0","1","1","底盘装配v0-1/2_大侧板-v2-1","0.13400000000000001;-7.657763312352017E-17;0.11049999999999997;1;-3.1225022567582571E-17;-8.3266726846886753E-17;0;0","0","True","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8vlV7YdsWITZF2ADAALQAxAEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAC8AMgBfACdZp09/Zy0AdgAyAC0AMQBAAJVe2HbFiE2RdgAwAAQAAAAQAAAAAQAAAAIAAAA7BAAAMQAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAiAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAA//8BAAYAbW9GUl9j//8BAA0AbW9FeHRPYmplY3RfY///AQARAG1vQ1N0cmluZ0hhbmRsZV9j//7/JEYAOgBcAC1O83e5bFwAlV7YdrN4f2dcADIAXwAnWadPf2ctAHYAMgBcADIAXwAnWadPf2ctAHYAMgAuAFMATABEAFAAUgBUAAmA//7/CDIAXwAnWadPf2ctAHYAMgACAAA+bh9n//7/AP/+/wD//v8AAAAAAAAAAAAAAAAAAACsAwAA//7/AtiepIsAAAAAAAAAAAAAAAAAAAAAcAAAACVwH2cBAAAAAQAAAP//AQAbAG1vRnJvbVNrdEVudDNJbnRTdXJmSWRSZXBfYwAABYAIAF4CAAC8reFpRwAAAP////8AAAAA//8BABMAbW9GaWxsZXRTdXJmSWRSZXBfYwAABYAIAGACAADgreFpAQAAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAAFgAgAcAAAACVwH2cFAAAAD4AAAAWACABgAgAA4K3haQIAAAAMgAAABYAIAF4CAAC8reFpSAAAAP////8AAAAAD4AAAAWACABgAgAA4K3haQMAAAAMgAAABYAIAF4CAAC8reFpSgAAAP////8AAAAAD4AAAAWACABgAgAA4K3haQQAAAAMgAAABYAIAF4CAAC8reFpSQAAAP////8AAAAAD4AAAAWACABgAgAA4K3haQUAAAASgAAABYAIAHAAAAAlcB9nAwAAAA+AAAAFgAgAIgEAAAo0JmcCAAAADIAAAAWACAAgAQAA7zMmZw0AAAD/////AAAAAAyAAAAFgAgAIAEAAO8zJmcSAAAA/////wAAAAAMgAAABYAIACABAADvMyZnDAAAAP////8AAAAADIAAAAWACAAgAQAA7zMmZxEAAAD/////AAAAAAyAAAAFgAgAIAEAAO8zJmcLAAAA/////wAAAAAPgAAABYAIACIBAAAKNCZnAwAAABKAAAAFgAgAcAAAACVwH2cDAAAAD4AAAAWACAAiAQAACjQmZwEAAAAMgAAABYAIACABAADvMyZnBAAAAP////8AAAAADIAAAAWACAAgAQAA7zMmZxAAAAD/////AAAAAAyAAAAFgAgAIAEAAO8zJmcDAAAA/////wAAAAAMgAAABYAIACABAADvMyZnDwAAAP////8AAAAADIAAAAWACAAgAQAA7zMmZwUAAAD/////AAAAAA+AAAAFgAgAIgEAAAo0JmcEAAAAEoAAAAWACABwAAAAJXAfZwMAAAAPgAAABYAIAGACAADgreFpBgAAAAyAAAAFgAgAXgIAALyt4WlFAAAA/////wAAAAAPgAAABYAIAGACAADgreFpCAAAAAyAAAAFgAgAXgIAALyt4WlGAAAA/////wAAAAAPgAAABYAIAGACAADgreFpBwAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
"同心147","1","0","0","2_髋关节RA6008压紧盖-1","0.1318;-0.030405591591030515;0.16090559159101983;1;3.5480852219502673E-16;3.8021565021789096E-16;0.0016500000000026021;0","0","False","2","System.__ComObject","0","cylinder","0.030405591591020839;0.030405591591019816;0.01;0;0;-1;0.0016500000000026021","aEIAAAMAAAD//v8lMgBfAMuac1GCglIAQQA2ADAAMAA4AItTJ33Wdi0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAASwAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAFAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAGwBtb0Zyb21Ta3RFbnQzSW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/zFGADoAXAAtTvN3uWxcAJVe2HagUuVd9k5cADIAXwDLmnNRgoJSAEEANgAwADAAOACLUyd91nZcADIAXwDLmnNRgoJSAEEANgAwADAAOACLUyd91nYuAFMATABEAFAAUgBUAAmA//7/DjIAXwDLmnNRgoJSAEEANgAwADAAOACLUyd91nYCAAA/ISZn//7/AP/+/wD//v8AAAAAAAAAAAAAAAAAAACJAwAA//7/AtiepIsAAAAAAAAAAAAAAAAAAAAAxQAAAPAmJmcBAAAA/////wAAAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAABYAIAFEAAADLISZnAQAAAAEAAAAAAAyAAAAFgAgAUQAAAMshJmcAAAAAAQAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
"同心147","1","0","1","底盘装配v0-1/2_大侧板-v2-1","0.126;-0.030405591591021047;0.1609055915910215;1;-3.1225022567582571E-17;-8.3266726846886753E-17;0.0021000000000000059;0","0","False","2","System.__ComObject","0","cylinder","-0.030405591591020999;0.050405591591021495;0;0;0;1;0.0021000000000000059","aEIAAAMAAAD//v8vlV7YdsWITZF2ADAALQAxAEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAC8AMgBfACdZp09/Zy0AdgAyAC0AMQBAAJVe2HbFiE2RdgAwAAQAAAAQAAAAAQAAAAIAAAA7BAAAMQAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAFAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAGwBtb0Zyb21Ta3RFbnQzSW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/yRGADoAXAAtTvN3uWxcAJVe2HazeH9nXAAyAF8AJ1mnT39nLQB2ADIAXAAyAF8AJ1mnT39nLQB2ADIALgBTAEwARABQAFIAVAAJgP/+/wgyAF8AJ1mnT39nLQB2ADIAAgAAPm4fZ//+/wD//v8A//7/AAAAAAAAAAAAAAAAAAAArAMAAP/+/wLYnqSLAAAAAAAAAAAAAAAAAAAAAAkBAABwMiZnBwAAAP////8AAAAA//8BABQAbW9FbmRGYWNlU3VyZklkUmVwX2MAAAWACABwAAAAJXAfZwAAAAABAAAAAAAMgAAABYAIAHAAAAAlcB9nAQAAAAEAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心150","1","1","0","小腿-改1.15-1","0.19289999999999971;-1.6653345369377348E-16;-0.0056262799861357127;-1;3.1224597513355301E-17;8.3267145130102186E-17;0.02250000000000001;0","0","True","2","","","","",""
"同心150","1","1","1","chassis.cad_repaired","0.2011999999999998;4.3701757985582048E-16;-0.0056262799861371733;1;-6.2154619656080095E-16;-1.0551979931889038E-15;0.021000000000000001;0","0","True","2","","","","",""
"同心151","1","0","0","小腿-改1.15-1","0.19289999999999971;-0.022625373075915112;-0.021257738432988255;-1;3.1224597513355301E-17;8.3267145130102186E-17;0.0020500000000000141;0","0","True","2","","","","",""
"同心151","1","0","1","chassis.cad_repaired","0.19289999999999979;-0.027380858405816309;-0.008183347243878732;-1;6.2154619656080095E-16;1.0551979931889038E-15;0.00165;0","0","True","2","","","","",""
"重合121","0","1","0","小腿-改1.15-1","0.19299999999999978;-0.19391874541604229;0.049905209992977054;1;-3.122387495114957E-17;-8.3268318814791576E-17;0;0","0","False","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8fD1x/gS0AOWUxAC4AMQA1AC0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAsQAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAIAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAA//8BAAYAbW9GUl9j//8BAA0AbW9FeHRPYmplY3RfY///AQARAG1vQ1N0cmluZ0hhbmRsZV9j//7/H0UAOgBcADIAMAAyADUAW41jW1wAMk5UgH+BdgAyAFwAD1x/gS0AOWUxAC4AMQA1AC4AUwBMAEQAUABSAFQACYD//v8ID1x/gS0AOWUxAC4AMQA1AAIAAIaHH2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAHgCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABhAAAAIYkfZwEAAACghgEA//8BABMAbW9GaWxsZXRTdXJmSWRSZXBfYwAABYAIAGMAAAA+iR9nAgAAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAAFgAgAYQAAACGJH2cDAAAAD4AAAAWACABhAAAAIYkfZw4AAAAPgAAABYAIAGEAAAAhiR9nDAAAAAyAAAAFgAgAYwAAAD6JH2cBAAAAD4AAAAWACABhAAAAIYkfZw8AAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"重合121","0","1","1","chassis.cad_repaired","0.19289999999999979;4.4297608850011338E-16;-0.0056262799861371638;-1;6.2154619656080095E-16;1.0551979931889038E-15;0;0","0","False","2","","","","",""
"同心154","1","1","0","镜向小腿-改1.15-2","-0.19289999999999974;-1.6653345369377348E-16;-0.0056262799861357404;1;-3.1224597513355301E-17;-8.3267145130102186E-17;0.02250000000000001;0","0","False","2","","","","",""
"同心154","1","1","1","chassis.cad_repaired","-0.20119999999999971;-7.5382975544384777E-16;-0.0056262799861356155;-1;9.5180937311853074E-16;6.9566304266300646E-16;0.021000000000000001;0","0","False","2","","","","",""
"同心155","1","0","0","镜向小腿-改1.15-2","-0.19289999999999974;-0.022625373075915112;-0.021257738432988282;1;-3.1224597513355301E-17;-8.3267145130102186E-17;0.0020500000000000141;0","0","False","2","","","","",""
"同心155","1","0","1","chassis.cad_repaired","-0.19289999999999974;-0.022625373075915486;-0.021257738432988033;1;-9.5180937311853074E-16;-6.9566304266300646E-16;0.00165;0","0","False","2","","","","",""
"重合123","0","1","0","镜向小腿-改1.15-2","-0.193;-0.19391874541604232;0.049905209992977075;-1;3.122387495114957E-17;8.3268318814791576E-17;0;0","0","False","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8hXJURVA9cf4EtADllMQAuADEANQAtADIAQABjAGgAYQBzAHMAaQBzAC4AYwBhAGQAXwByAGUAcABhAGkAcgBlAGQABAAAABAAAAABAAAAAQAAAIQCAAD//wEACwBtb0ZhY2VSZWZfYwEAAAAAAAAACAAAAAADAAAAAAAAfcOUJa1JslR9w5QlrUmyVAAA//8BABQAbW9EZXJpdmVkU3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/yFFADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcAFyVEVQPXH+BLQA5ZTEALgAxADUALgBTAEwARABQAFIAVAAJgP/+/wpclRFUD1x/gS0AOWUxAC4AMQA1AAIAAABvImf//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAALUCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABRAAAAAG8iZ///AQAUAG1vRW5kRmFjZVN1cmZJZFJlcF9jAAAFgAeACYD//v8fRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXAAPXH+BLQA5ZTEALgAxADUALgBTAEwARABQAFIAVAAJgP/+/wgPXH+BLQA5ZTEALgAxADUAAgAAhocfZ//+/wD//v8A//7/AAAAAAAAAAAAAAAAAAAAeAIAAP/+/wLYnqSLAAAAAAAAAAAAAAAAAAAAAGEAAAAhiR9nAQAAAKCGAQAAAAAAA4AAAAWACABRAAAAAG8iZ///AQATAG1vRmlsbGV0U3VyZklkUmVwX2MAAAWADwBjAAAAPokfZwIAAAAAAAAAA4AAAAWACABRAAAAAG8iZ///AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAAFgA8AYQAAACGJH2cPAAAAAAAAAAOAAAAFgAgAUQAAAABvImcUgAAABYAPAGMAAAA+iR9nAQAAAAAAAAADgAAABYAIAFEAAAAAbyJnGYAAAAWADwBhAAAAIYkfZwwAAAAAAAAAA4AAAAWACABRAAAAAG8iZxmAAAAFgA8AYQAAACGJH2cOAAAAAAAAAAOAAAAFgAgAUQAAAABvImcZgAAABYAPAGEAAAAhiR9nAwAAAAAAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"重合123","0","1","1","chassis.cad_repaired","-0.19289999999999971;-7.6167147084442683E-16;-0.0056262799861356216;1;-9.5180937311853074E-16;-6.9566304266300646E-16;0;0","0","False","2","","","","",""
"同心157","1","2","0","小腿-改1.15-1","0.19289999999999971;-0.022625373075915112;-0.021257738432988255;-1;3.1224597513355301E-17;8.3267145130102186E-17;0.0020500000000000141;0","0","True","2","","","","",""
"同心157","1","2","1","chassis.cad_repaired","0.19289999999999979;-0.027380858405816309;-0.008183347243878732;-1;6.2154619656080095E-16;1.0551979931889038E-15;0.00165;0","0","True","2","","","","",""
"同心159","1","0","0","小腿-改1.15-1","0.19289999999999971;-0.022625373075915112;-0.021257738432988255;-1;3.1224597513355301E-17;8.3267145130102186E-17;0.0020500000000000141;0","0","True","2","","","","",""
"同心159","1","0","1","chassis.cad_repaired","0.19289999999999979;-0.027380858405816309;-0.008183347243878732;-1;6.2154619656080095E-16;1.0551979931889038E-15;0.00165;0","0","True","2","","","","",""
"同心163","1","1","0","包胶轴承 30-6-6-改1.15-1","0.081999999999999643;0.042500000000000059;-0.019999999999999976;-1;3.1253616172926588E-16;5.1069725279216979E-22;0.0030000000000000005;0","0","False","2","System.__ComObject","0","cylinder","0;0;0.0060000000000000001;0;0;-1;0.0030000000000000005","aEIAAAMAAAD//v8oBVP2gHSPf2IgADMAMAAtADYALQA2AC0AOWUxAC4AMQA1AC0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAvQIAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAFAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAFwBtb0Zyb21Ta3RFbnRTdXJmSWRSZXBfYwAA//8BAAYAbW9GUl9j//8BAA0AbW9FeHRPYmplY3RfY///AQARAG1vQ1N0cmluZ0hhbmRsZV9j//7/KEUAOgBcADIAMAAyADUAW41jW1wAMk5UgH+BdgAyAFwABVP2gHSPf2IgADMAMAAtADYALQA2AC0AOWUxAC4AMQA1AC4AUwBMAEQAUABSAFQACYD//v8RBVP2gHSPf2IgADMAMAAtADYALQA2AC0AOWUxAC4AMQA1AAIAACEELmf//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAABEDAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABRAAAAPgQuZwIAAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAABYAIAFEAAAA+BC5nAQAAAAAAAAAAAAyAAAAFgAgAUQAAAD4ELmcAAAAAAAAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
"同心163","1","1","1","塞打螺栓M5-φ6-20-改1.15-6","0.087499999999997857;0.042499999999999073;-0.019999999999999515;1;-3.2381510771634012E-16;-1.1043464059599354E-23;0.0029999999999999996;0","0","False","2","System.__ComObject","0","cylinder","0;0;0;-1.2029104395459609E-16;1;0;0.0029999999999999996","aEIAAAMAAAD//v8pXlhTYrqHE2hNADUALQDGAzYALQAyADAALQA5ZTEALgAxADUALQA2AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAADSAgAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8pRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXABeWFNiuocTaE0ANQAtAMYDNgAtADIAMAAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/El5YU2K6hxNoTQA1AC0AxgM2AC0AMgAwAC0AOWUxAC4AMQA1AAIAANtXK2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIMCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABbAAAAOVgrZwMAAAADgAAABYAIAFsAAAA5WCtnBwAAAAAAA4AAAAWACABbAAAAOVgrZwYAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心164","1","1","0","包胶轴承 30-6-6-改1.15-4","0.069000000000000061;0.042500000000000017;-0.020000000000000014;-1;2.7380887189673505E-16;-4.6080607085888713E-18;0.0030000000000000005;0","0","False","2","System.__ComObject","0","cylinder","0;0;0.0060000000000000001;0;0;-1;0.0030000000000000005","aEIAAAMAAAD//v8oBVP2gHSPf2IgADMAMAAtADYALQA2AC0AOWUxAC4AMQA1AC0ANABAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAxwIAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAFAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAFwBtb0Zyb21Ta3RFbnRTdXJmSWRSZXBfYwAA//8BAAYAbW9GUl9j//8BAA0AbW9FeHRPYmplY3RfY///AQARAG1vQ1N0cmluZ0hhbmRsZV9j//7/KEUAOgBcADIAMAAyADUAW41jW1wAMk5UgH+BdgAyAFwABVP2gHSPf2IgADMAMAAtADYALQA2AC0AOWUxAC4AMQA1AC4AUwBMAEQAUABSAFQACYD//v8RBVP2gHSPf2IgADMAMAAtADYALQA2AC0AOWUxAC4AMQA1AAIAACEELmf//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAABEDAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABRAAAAPgQuZwIAAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAABYAIAFEAAAA+BC5nAQAAAAAAAAAAAAyAAAAFgAgAUQAAAD4ELmcAAAAAAAAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
"同心164","1","1","1","塞打螺栓M5-φ6-20-改1.15-6","0.087499999999997857;0.042499999999999073;-0.019999999999999515;1;-3.2381510771634012E-16;-1.1043464059599354E-23;0.0029999999999999996;0","0","False","2","System.__ComObject","0","cylinder","0;0;0;-1.2029104395459609E-16;1;0;0.0029999999999999996","aEIAAAMAAAD//v8pXlhTYrqHE2hNADUALQDGAzYALQAyADAALQA5ZTEALgAxADUALQA2AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAADSAgAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8pRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXABeWFNiuocTaE0ANQAtAMYDNgAtADIAMAAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/El5YU2K6hxNoTQA1AC0AxgM2AC0AMgAwAC0AOWUxAC4AMQA1AAIAANtXK2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIMCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABbAAAAOVgrZwMAAAADgAAABYAIAFsAAAA5WCtnBwAAAAAAA4AAAAWACABbAAAAOVgrZwYAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心165","1","1","0","塞打螺栓M5-φ6-20-改1.15-6","0.087499999999997857;0.042499999999999073;-0.019999999999999515;1;-3.2381510771634012E-16;-1.1043464059599354E-23;0.0029999999999999996;0","0","False","2","System.__ComObject","0","cylinder","0;0;0;-1.2029104395459609E-16;1;0;0.0029999999999999996","aEIAAAMAAAD//v8pXlhTYrqHE2hNADUALQDGAzYALQAyADAALQA5ZTEALgAxADUALQA2AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAADSAgAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8pRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXABeWFNiuocTaE0ANQAtAMYDNgAtADIAMAAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/El5YU2K6hxNoTQA1AC0AxgM2AC0AMgAwAC0AOWUxAC4AMQA1AAIAANtXK2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIMCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABbAAAAOVgrZwMAAAADgAAABYAIAFsAAAA5WCtnBwAAAAAAA4AAAAWACABbAAAAOVgrZwYAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心165","1","1","1","垫片 6-10-1-改1.15-1","0.08300000000000006;0.042499999999999982;-0.020000000000000004;-1;-1.5991635463071675E-17;-2.9850865484066621E-16;0.0050000000000000001;0","0","False","2","System.__ComObject","0","cylinder","0;0;0.001;0;0;-1;0.0050000000000000001","aEIAAAMAAAD//v8mq1dHciAANgAtADEAMAAtADEALQA5ZTEALgAxADUALQAxAEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAADXAgAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8mRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXACrV0dyIAA2AC0AMQAwAC0AMQAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/D6tXR3IgADYALQAxADAALQAxAC0AOWUxAC4AMQA1AAIAAOG8H2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAABIDAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABRAAAA87wfZwEAAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAABYAIAFEAAADzvB9nAQAAAAAAAAAAAAyAAAAFgAgAUQAAAPO8H2cAAAAAAAAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
"同心166","1","1","0","塞打螺栓M5-φ6-20-改1.15-6","0.087499999999997857;0.042499999999999073;-0.019999999999999515;1;-3.2381510771634012E-16;-1.1043464059599354E-23;0.0029999999999999996;0","0","False","2","System.__ComObject","0","cylinder","0;0;0;-1.2029104395459609E-16;1;0;0.0029999999999999996","aEIAAAMAAAD//v8pXlhTYrqHE2hNADUALQDGAzYALQAyADAALQA5ZTEALgAxADUALQA2AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAADSAgAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8pRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXABeWFNiuocTaE0ANQAtAMYDNgAtADIAMAAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/El5YU2K6hxNoTQA1AC0AxgM2AC0AMgAwAC0AOWUxAC4AMQA1AAIAANtXK2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIMCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABbAAAAOVgrZwMAAAADgAAABYAIAFsAAAA5WCtnBwAAAAAAA4AAAAWACABbAAAAOVgrZwYAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心166","1","1","1","垫片 6-10-1-改1.15-3","0.070000000000000048;0.042499999999999989;-0.020000000000000007;-1;-1.5991635463071675E-17;-2.9850865484066621E-16;0.0050000000000000001;0","0","False","2","System.__ComObject","0","cylinder","0;0;0.001;0;0;-1;0.0050000000000000001","aEIAAAMAAAD//v8mq1dHciAANgAtADEAMAAtADEALQA5ZTEALgAxADUALQAzAEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAADeAgAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8mRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXACrV0dyIAA2AC0AMQAwAC0AMQAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/D6tXR3IgADYALQAxADAALQAxAC0AOWUxAC4AMQA1AAIAAOG8H2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAABIDAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABRAAAA87wfZwEAAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAABYAIAFEAAADzvB9nAQAAAAAAAAAAAAyAAAAFgAgAUQAAAPO8H2cAAAAAAAAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
